_id,name,brand,manufacturer,PriorityIndex,category,sp,margin,margin%,mrp,DealerPrice,discount,gst,weight,availability,description,imageUrl,productImageUrl
ObjectId(5ffb514e80ef0812f2708749),Sharbat E Azam 750ml,Dabur,Dabur,6,Grocery & Staples,108,14.46,10.71111111,135,120.54,20,18,750 ml,Y,,,https://images-na.ssl-images-amazon.com/images/I/61AbnnOpcgL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270874a),Keora Water 250ml,Dabur,Dabur,6,Grocery & Staples,50,6.65,10.72580645,62,55.35,20,18,250 ml,Y,"Popular flavouring agent for desserts, rice dishes and non-vegetarian preparations. Emanates an aroma subtly similar to rose. Has a soft refreshing scent evocative of a medley of flower essences.",,https://images-na.ssl-images-amazon.com/images/I/61hc3N6tuRL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270874b),Gulabri Moisturising Cold Cream 55ml+Gulabri Rosewater 59ml ,Dabur,Dabur,6,Personal Care,64,7.27,9.0875,80,72.73,20,18,55 ml,Y,"Perfect solution for soft skin in winter. Works on your skin in three ways, maintains moisture balance, protects skin and gives it a radiant glow. Fights the signs of dullness, dryness & skin damage. Gives a healthy glow. Non-sticky & non-oily. Enriched with Vitamin E and natural goodness of rose extracts.",,https://images-na.ssl-images-amazon.com/images/I/71E6Ncty-OL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270874c),HajmolaMahaCandy 130Pouch MahaCandy,Hajmola,Dabur,6,"Biscuits, Snacks & Chocolates",104,16.96,13.04615385,130,113.04,20,18,130 pcs,Y,,,https://i.ebayimg.com/images/g/6IkAAOSwxNBcg23X/s-l1600.jpg
ObjectId(5ffb514e80ef0812f270874d),HajmolaMahaCandy 120Tablets Bottle,Hajmola,Dabur,7,"Biscuits, Snacks & Chocolates",400,83.33,16.666,500,416.67,20,18,500 pcs,Y,,,https://images-na.ssl-images-amazon.com/images/I/81ZRIH9bWuL._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f270874e),Hajmola Reg - Bottle 120 Tab Bottle,Hajmola,Dabur,6,"Biscuits, Snacks & Chocolates",32,4.28,10.7,40,35.72,20,18,120 tablets,Y,,,https://images-na.ssl-images-amazon.com/images/I/7128PTRd9XL._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f270874f),Hajmola Chatcola 120 tablets bottle,Hajmola,Dabur,6,"Biscuits, Snacks & Chocolates",32,4.28,10.7,40,35.72,20,18,120 tablets,Y,"The Original “Chatpata Taste of India”, market leader since 40+ years. Tasty, Chatpati, digestive tablets, fun to have at any time of the day. Hajmola tablets Improve digestion and provide relief from flatulence. Loved by people of all ages, the happy world of HAJMOLA.",,https://images-na.ssl-images-amazon.com/images/I/81SM2YpYdvL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708750),Hajmola Pudina Bottle 120 Tabs,Hajmola,Dabur,6,"Biscuits, Snacks & Chocolates",32,4.28,10.7,40,35.72,20,18,120 tablets,Y,"The Original “Chatpata Taste of India”, market leader since 40+ years. Tasty, Chatpati, digestive tablets, fun to have at any time of the day. Hajmola tablets Improve digestion and provide relief from flatulence. Loved by people of all ages, the happy world of HAJMOLA.",,https://i.ebayimg.com/images/g/ud0AAOSw8YddnEEG/s-l1600.jpg
ObjectId(5ffb514e80ef0812f2708751),Hajmola Anardana 120 Tabs Bottle,Hajmola,Dabur,6,"Biscuits, Snacks & Chocolates",32,4.28,10.7,40,35.72,20,18,120 tablets,Y,"The Original “Chatpata Taste of India”, market leader since 40+ years. Tasty, Chatpati, digestive tablets, fun to have at any time of the day. Hajmola tablets Improve digestion and provide relief from flatulence. Loved by people of all ages, the happy world of HAJMOLA.",,https://images-na.ssl-images-amazon.com/images/I/41J-OLXnxEL.jpg
ObjectId(5ffb514e80ef0812f2708752),Chyawanprakash Awaleha Mixed 1kg + Honey100g,Dabur,Dabur,7,Personal Care,272,41.76,12.28235294,340,298.24,20,5,1 kg,Y,,,https://www.bigbasket.com/media/uploads/p/l/40182559_3-dabur-chyawanprash-awaleha-mixed-fruit-flavour.jpg
ObjectId(5ffb514e80ef0812f2708753),Dabur Chyawanprakash 500gms ,Dabur,Dabur,7,Personal Care,168,25.79,12.28095238,210,184.21,20,5,500 gm,Y,Chyawanprash. Many Health Benefits. Herbal jam. Ayurvedic formula,,https://images-na.ssl-images-amazon.com/images/I/81U15rfOM6L._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708754),Dabur Chyawanprakash 900gms ,Dabur,Dabur,9,Personal Care,316,83.6,21.16455696,395,311.4,20,5,900 gm,Y,Chyawanprash. Many Health Benefits. Herbal jam. Ayurvedic formula,,https://images-na.ssl-images-amazon.com/images/I/71iMBgqXztL._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708755),Glucose-D 450g Jar + 50g Free,Dabur,Dabur,6,Personal Care,84,11.25,10.71428571,105,93.75,20,5,450 gm,Y,Vitamin drink enriched with Vitamin D and Calcium for quick replenishment of minerals. Contains 99.4 percent pure glucose which provides energy. Ready source of energy to fight tiredness. Provides essential nutrients that refresh and energizes you to fight tiredness and fatigue caused by the summer heat. Good for growing children and sportspersons. Ideal as a substitute to regular sports drinks or supplements. Useful as a health drink for the summer.,,https://images-na.ssl-images-amazon.com/images/I/21sR3jdGjgL.jpg
ObjectId(5ffb514e80ef0812f2708756),Glucoplus C Lemon1kg,Dabur,Dabur,6,Personal Care,244,32.68,10.7147541,305,272.32,20,5,1 kg,Y,"Glucose drink enriched with Calcium and Vitamin C. Contains 99.4 percent pure glucose which provides energy. Refreshes and energizes the body to help recovery from fatigue caused by excess heat. Ideal as a substitute to regular sports drinks or supplements. Useful as a health drink for the summer.
",,https://images-na.ssl-images-amazon.com/images/I/61hEg1XqdeL._SL1023_.jpg
ObjectId(5ffb514e80ef0812f2708757),Real Fruit ORS Orange 200ml ,Real,Dabur,10,Beverages,28,7,20,35,28,20,12,200 ml,Y,"Real Fruit ORS is a perfect drink, combining the goodness of natural fruit based Vitamin C and Minerals, fortified with 3 vital electrolytes, making it a light (because of Fruit Nutrients) yet potent beverage. The naturally occurring fruit nutrients makes it a refreshing & rehydrating drink which recharges you anywhere, any time!",,https://www.bigbasket.com/media/uploads/p/xxl/40198737_2-real-frutors-orange.jpg
ObjectId(5ffb514e80ef0812f2708758),Real Frut ORS Apple 200ml ,Real,Dabur,10,Beverages,28,7,20,35,28,20,12,200 ml,Y,"Real Fruit ORS is a perfect drink, combining the goodness of natural fruit based Vitamin C and Minerals, fortified with 3 vital electrolytes, making it a light (because of Fruit Nutrients) yet potent beverage. The naturally occurring fruit nutrients makes it a refreshing & rehydrating drink which recharges you anywhere, any time!",,https://www.bigbasket.com/media/uploads/p/xxl/40198738_2-real-frutors-apple.jpg
ObjectId(5ffb514e80ef0812f2708759),Hommade Tamarind 200gm,Hommade,Dabur,9,"Noodles, Sauces & Instant Food",35,5.74,13.04545455,44,38.26,20,18,200 gm,Y,1 spoon = 1 lemon sized ball of tamarind fruit. Thick and grainy. Distinctive aroma. No added colour.,,https://images-na.ssl-images-amazon.com/images/I/911cH9RNanL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270875a),Hommade Coconut Milk - 200ml,Hommade,Dabur,8,"Noodles, Sauces & Instant Food",60,8.05,10.73333333,75,66.95,20,5,200 ml,Y,"This is a Vegetarian product. Our Hommade Coconut Milk contains the extract of 2 creamy coconuts.
It is the thick First Pressing Milk of the best quality coconuts. This product contains no added sugars.
Use in your favorite recipes like Thai Curry, Green Curry, Goan Prawn Curry, Sol Kadi, Coconut Fish Curry. Freshest ingredients always - the taste of Hommade!
",,https://images-na.ssl-images-amazon.com/images/I/612oqjBrYnL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270875b),Lemoneez 250ml,Hommade,Dabur,9,"Noodles, Sauces & Instant Food",60,9.78,13.04,75,65.22,20,12,250 ml,Y,"This is a Vegetarian product. 
Consists of 100% fresh Lemon and Lime juice extract. The closest and one of the best substitutes to real lemons. One bottle is equivalent to the juice of 25 lemons. Safe & Pure. Helps avoid the hassle of manually squeezing lemons.",,https://images-na.ssl-images-amazon.com/images/I/41H88yid7yL.jpg
ObjectId(5ffb514e80ef0812f270875c),Hommade Tomato Puree - 200gm,Hommade,Dabur,9,"Noodles, Sauces & Instant Food",20,2.28,9.12,25,22.72,20,12,200 gm,Y,"This is a Vegetarian product. No added preservative, no added colour, no added salt. Made from finest quality tomatoes sourced from Bangalore. Thick and consistent.
",,https://images-na.ssl-images-amazon.com/images/I/6157ipTtZPL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f270875d),Capsico Red Pepper Sauce 60gms,Capsico,Dabur,7,"Noodles, Sauces & Instant Food",52,8.47,13.03076923,65,56.53,20,12,60 gm,Y,"This is a Vegetarian product. Prepared from farm-fresh red peppers that have been processed within 24 hours of plucking. Newer & hotter with bhut jolokia pepper. Incredibly versatile hot pepper sauce that adds real bite, liveliness and roundness to any given dish.",,https://images-na.ssl-images-amazon.com/images/I/81X0XYSDt3L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270875e),Gulabari Zaika 250ml,Dabur,Dabur,7,Grocery & Staples,48,7.82,13.03333333,60,52.18,20,18,250 ml,Y,,,https://cdn.foodmazone.com/pub/media/catalog/product/cache/97d2f2fc1000b28a5e2363ed25f31794/7/5/753_1.jpg
ObjectId(5ffb514e80ef0812f270875f),Fem De-tan Creme Bleach 10gm,Fem ,Dabur,7,Personal Care,30,4.96,13.05263158,38,33.04,20,18,10 gm,Y,"Get fair the healthy way, made to remove dead cells and suntan and it helps lighten your skin tone. With no added ammonia, it is specially customized for sensitive skin. Add to this a refreshing fragrance, and bleaching is more pleasant than ever.",,https://i.ebayimg.com/images/g/avUAAOSwvWFfm7uG/s-l640.jpg
ObjectId(5ffb514e80ef0812f2708760),Fem Gold Ultra Cream Bleach 10gm,Fem ,Dabur,7,Personal Care,34,5.48,13.04761905,42,36.52,20,18,10 gm,Y,"Get fair the healthy way, made to remove dead cells and suntan and it helps lighten your skin tone. With no added ammonia, it is specially customized for sensitive skin. Add to this a refreshing fragrance, and bleaching is more pleasant than ever.",,https://images-na.ssl-images-amazon.com/images/I/617p3QSFE8L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708761),Fem Turmeric Herbal Bleach 8gm,Fem ,Dabur,7,Personal Care,24,3.91,13.03333333,30,26.09,20,18,8 gm,Y,"Get fair the healthy way, made to remove dead cells and suntan and it helps lighten your skin tone. With no added ammonia, it is specially customized for sensitive skin. Add to this a refreshing fragrance, and bleaching is more pleasant than ever.",,https://images-na.ssl-images-amazon.com/images/I/71ZGOC0DtbL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708762),Fem Turmeric Herbal Bleach 24gm,Fem ,Dabur,7,Personal Care,46,7.44,13.05263158,57,49.56,20,18,24 gm,Y,"Get fair the healthy way, made to remove dead cells and suntan and it helps lighten your skin tone. With no added ammonia, it is specially customized for sensitive skin. Add to this a refreshing fragrance, and bleaching is more pleasant than ever.",,https://images-na.ssl-images-amazon.com/images/I/714HN6ime%2BL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708763),Oxylife Men Bleach 150gm,Oxylife,Dabur,7,Personal Care,120,19.56,13.04,150,130.44,20,18,150 gm,Y,,,https://images-na.ssl-images-amazon.com/images/I/81IKCHwbZkL._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708764),Oxylife Natural Radiance5 Cr Bleach 310g,Oxylife,Dabur,5,Personal Care,320,0,0,400,400,20,18,310 gm,Y,,,https://i.ebayimg.com/images/g/eAAAAOSwDaJcvuR7/s-l1600.jpg
ObjectId(5ffb514e80ef0812f2708765),Fem Fr.Nat.Fruit Creme Bleach 40gm,Fem ,Dabur,7,Personal Care,52,8.48,13.04615385,65,56.52,20,18,40 gm,Y,"Get fair the healthy way, made to remove dead cells and suntan and it helps lighten your skin tone. With no added ammonia, it is specially customized for sensitive skin. Add to this a refreshing fragrance, and bleaching is more pleasant than ever.",,https://images-na.ssl-images-amazon.com/images/I/31xx4UD4KZL._AC_.jpg
ObjectId(5ffb514e80ef0812f2708766),FEM Fr. Naturals Saffrn Cr Blech 314.4g,Fem ,Dabur,7,Personal Care,152,24.78,13.04210526,190,165.22,20,18,314m4 gm,Y,"Get fair the healthy way, made to remove dead cells and suntan and it helps lighten your skin tone. With no added ammonia, it is specially customized for sensitive skin. Add to this a refreshing fragrance, and bleaching is more pleasant than ever.",,https://images-na.ssl-images-amazon.com/images/I/71-bWRdGNEL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708767),Fem Soft Handz Soap New 185ml Lemon,Fem ,Dabur,7,Personal Care,30,4.96,13.05263158,38,33.04,20,18,185 ml,Y,,,https://images-na.ssl-images-amazon.com/images/I/81QLxTYLzNL._SY500_.jpg
ObjectId(5ffb514e80ef0812f2708768),Fem Soft Handz Soap New 185ml Peach,Fem ,Dabur,7,Personal Care,30,4.96,13.05263158,38,33.04,20,18,185 ml,Y,,,"https://media6.ppl-media.com/tr:h-750,w-750,c-at_max/static/img/product/100940/fem-soft-handz-soap-new-peach-t-185-ml_2_display_1458020458_d04210d4.jpg"
ObjectId(5ffb514e80ef0812f2708769),New Gulabari Rose Glow Cleanser 100ml,Dabur,Dabur,9,Personal Care,60,6.82,9.093333333,75,68.18,20,18,100 ml,N,"Cleanses, refreshes and cools the skin. Effective for all skin types. Directions for use: Spray Dabur Gulabari Rose Face Cleanser directly on your face and gently wipe your face with a cotton ball. First Aid measures in case of Itchiness, Eye exposure: Irrigate immediately with copious quantities of water for several minutes. Skin testing for allergies - Procedure: Apply a small quantity of the product on the forearm and leave for few minutes.
",,https://images-na.ssl-images-amazon.com/images/I/71psZwx9yIL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270876a),Vatika Health Shampoo 640ml-ND,Vatika,Dabur,6,Personal Care,260,29.54,9.089230769,325,295.46,20,18,640 ml,Y,"Goodness of 7 Natural Ingredients: Henna, Amla, Shikakai, Almond, Hibiscus, Reetha, Olive. Gentle cleansing & conditioning to give you smooth, shiny, and nourished hair. Ideal For Men & Women. Power of Henna & Amla to give you problem free hair. Henna improves scalp health & helps condition your hair. Amla stimulates Hair Growth & reduces hair loss.",,https://images-na.ssl-images-amazon.com/images/I/71ZcRILkb%2BL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270876b),New Dabur Gulabari 400ml,Dabur,Dabur,9,Personal Care,88,11.79,10.71818182,110,98.21,20,18,400 ml,Y,"pure and natural rose water with no added preservatives. It serves as a cleanser, toner and gentle moisturizing agent suitable for all skin types. Provides instant hydration to your skin while rejuvinating tired and dull skin. Balances and restores skin's PH level and helps tighten pores. To be used twice a day to get naturally glowing and radiant skin. Usage tips: Pour three to five drops of rosewater on a cotton ball and wipe it on the face and neck to remove dirt and grime. Continue to use it every morning and night for a natural glow and refreshing effect.

",,https://images-na.ssl-images-amazon.com/images/I/61fp6g94V-L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270876c),Dabur Dant Rakshak 175gm,Dabur,Dabur,7,Personal Care,68,7.72,9.082352941,85,77.28,20,18,175 gm,Y,,,https://images-na.ssl-images-amazon.com/images/I/715KxlfH-kL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270876d),Dabur Tulsi Drops 30ml -T,Dabur,Dabur,7,Personal Care,156,32.5,16.66666667,195,162.5,20,5,30 ml,Y,"Dabur Tulsi Drops is made from the goodness of five rare tusli which has antioxidant properties-helps boost immunity, provide relief from cough and cold & helps in relieving mucus, It has antimicrobial properties & is good for skin, joint and liver health , Intestine cleaning.",,https://beato-storage.s3.ap-south-1.amazonaws.com/dev/PHP_Portal/products/img/rsz_1_time1599962244_time1600182267.jpg
ObjectId(5ffb514e80ef0812f270876e),Dabur Lal Tail 500ml-RM,Dabur,Dabur,10,Personal Care,300,75,20,375,300,20,18,500 ml,Y,,,https://images-na.ssl-images-amazon.com/images/I/71y2hhgLIuL._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f270876f),Dabur SanitizeHandSanitizerReg500mlTEcom,Dabur,Dabur,6,Personal Care,200,22.73,9.092,250,227.27,20,18,500 ml,Y,"Ayurvedic formulation from the India’s most trusted Ayurvedic brand. Instantly Kills 99.9% germs without the use of soap & water. On the go protection from germs and infections- Protects from the germs transferred from direct contact with an infected person or from an external source. Rinse free & Non Sticky.
",,https://images-na.ssl-images-amazon.com/images/I/61RrUB%2BTNtL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708770),Dabur Amla Juice 1 Ltr -T,Dabur,Dabur,7,Beverages,176,36.67,16.66818182,220,183.33,20,12,1 L,Y,"Amla is one of the most widely acclaimed medicinal herb and is revered for its beneficial effects in Ayurveda. Amla , also known as Gooseberry is a rich source of Vitamin C and which helps boost immunity. It is good for liver health and aids in improving liver and digestive functions, countering  inflammation and protecting against effects of free radicals. Amla Juice has been consumed for years as a herbal way for keeping hair & skin healthy. Dabur Amla juice comes in a 1 litre bottle. Mix 10- 20 ml of Dabur Amla Juice in a cup of water (room temperature) and consume it. Some people take it empty stomach in the morning.
",,https://images-na.ssl-images-amazon.com/images/I/71Dtf-ydPYL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708771),Dabur Sanitize Delta HandSanitizer 250ml,Dabur,Dabur,6,Personal Care,100,11.37,9.096,125,113.63,20,18,250 ml,Y,,,https://neareshop.s3.ap-south-1.amazonaws.com/2020/07/Dabur-Sanitize-Delta-Hand-Sanitizing-Rub-250ml.jpg
ObjectId(5ffb514e80ef0812f2708772),DaburSanitizeGammaHd SanitizerReg450ml-T,Dabur,Dabur,6,Personal Care,180,20.46,9.093333333,225,204.54,20,18,450 ml,Y,"Dabur Sanitize - hand sanitizing rub protects from germs without the use of soap & water. It has 60% (w/w) Alcohol Content which is equivalent to 70 % (v/v) Alcohol Content making it effective against the germs On the go protection from germs and infections- Protects from the germs transferred from direct contact with an infected person or from an external sourceAlcohol Based Sanitizer. Rinse free & Non Sticky. Maximum Shelf Life: 24 Months. Usage Direction : Apply (approx 3 ml )on your plams, spread and rub well over the palms, back of hands, fingertips gently until dry.",,https://images-na.ssl-images-amazon.com/images/I/61%2B12JPWZCL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708773),Dabur Pure Herb Ashwagandha 60 Tabs,Dabur,Dabur,7,Personal Care,120,25,16.66666667,150,125,20,5,60 tablets,Y,"Dabur Ashwagandha Tablets have excellent immune-boosting effects on the immune system. Dabur Ashwagandha tablets supplementation helps one to improve strength and stamina by improving heart and lung capacity while increasing energy levels. Dabur Ashwagandha has shown adaptogenic effect that helps fight physical and mental stess and improve general well-being. Usage: One tablet twice daily with water or as directed by physician.
",,https://images-na.ssl-images-amazon.com/images/I/81I6xgGNf9L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708774),Dabur Giloy Neem Juice with Tulsi 1Ltr-T,Dabur,Dabur,7,Personal Care,200,41.67,16.668,250,208.33,20,5,1 L,Y,"As per Ayurveda, Giloy possesses Rasayana properties. Giloy is an adaptogen that helps reduce stress and fatigue, which are regarded as main root cause of all lifestyle disorders. Neem is renowned for its antimicrobial properties and has been used traditionally in managing many skin problems like acne. It also helps improve liver functions that helps in detoxification. Tulsi is a scared herb and has many beneficial effects in our health system. Consume Dabur Giloy Neem Tulsi Juice for giving a boost to body’s natural immunity. 10-20 ml of Dabur Giloy neem Tulsi juice taken two times a day can be a source of good health for you and your family.
",,https://images-na.ssl-images-amazon.com/images/I/71yvfec512L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708775),Fem Safe Handz New Blossam250ml Bottle-T,Fem ,Dabur,6,Personal Care,54,8.87,13.04411765,68,59.13,20,18,250 ml,Y,"Germ removal doesn’t mean your hand wash has to be harsh for your skin ! FEM Soft handz enriched with Natural Skin Conditioner remove 99.99 % of germs and leave your skin moisturized. Enriched with goodness of Blossom and Coconut Milk. Soft and Glowing handz – Safety with Protection. Restores lost moisture of the skin. Complete Care for the handz – Germ Removal and Moisturized Skin. Comes in 3 beautiful Fragrances – Lemon and Glycerin , Saffron and Blossom and Peach and Olive Oil.
",,https://images-na.ssl-images-amazon.com/images/I/81c4bSPDt6L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708776),Fem Safe Handz New Lemon250ml Bottle-T,Fem,Dabur,6,Personal Care,54,8.87,13.04411765,68,59.13,20,18,250 ml,Y,"Germ removal doesn’t mean your hand wash has to be harsh for your skin ! FEM Soft handz enriched with Natural Skin Conditioner remove 99.99 % of germs and leave your skin moisturized. Enriched with goodness of Blossom and Coconut Milk. Soft and Glowing handz – Safety with Protection. Restores lost moisture of the skin. Complete Care for the handz – Germ Removal and Moisturized Skin. Comes in 3 beautiful Fragrances – Lemon and Glycerin , Saffron and Blossom and Peach and Olive Oil.",,https://images-na.ssl-images-amazon.com/images/I/81%2B4jiC-H-L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708777),Dabur Honey Tulsi 300g - T,Dabur,Dabur,9,Personal Care,92,12.32,10.71304348,115,102.68,20,5,300 gm,Y,"DABUR honey tulsi contains goodness of tulsi mixed in honey which makes you stronger and healthier from inside. It has several health benefits like better digestion, stamina improvement etc. Honey is a rich source of nutrition for you and your family and helps in improving health of heart. Daily intake of DABUR honey tulsi will help boost your energy and keep you active. Take DABUR honey tulsi directly or with warm water daily to help boost your natural immunity.
",,https://images-na.ssl-images-amazon.com/images/I/813BPfFuhkL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708778),Odopic Liquid Dishwash 500ml-T,Odopic,Dabur,6,Household Items,84,9.55,9.095238095,105,95.45,20,18,500 ml,Y,,,https://thulo.com/images/thumbnails/772/772/detailed/160/5n_z9qh-bj.jpg
ObjectId(5ffb514e80ef0812f2708779),Dabur Ayurvedic Nasal Drops 10ml-T,Dabur,Dabur,7,Personal Care,60,12.5,16.66666667,75,62.5,20,5,10 ml,Y,,,https://res.sastasundar.com/incom/images/product/Dabur-Ayurvedic-Nasal-Drops-Spray-Format-1597204927-10074927-1.jpg
ObjectId(5ffb514e80ef0812f270877a),Dabur Aloe Vera Juice 1 Ltr-T,Dabur,Dabur,7,Beverages,200,41.67,16.668,250,208.33,20,12,1 L,Y,,,https://www.netmeds.com/images/product-v1/150x150/919536/dabur_aloe_vera_juice_1_litre_0_0.jpg
ObjectId(5ffb514e80ef0812f270877b),Dabur Vedic SurakshaBlack Tea1.5g (25 TEA BAGS),Dabur,Dabur,5,Grocery & Staples,140,22.82,13.04,175,152.18,20,5,1.5 g X 25,Y,"Relax and enjoy a steaming cup of this delicious tea. This tea is sure to become an all-season favourite as well as when your immune system needs support.
Helps with cold and cough, fatigue, respiratory health, brain health, digestive health, stress, metabolism & heart health.",,https://images-na.ssl-images-amazon.com/images/I/7149t22k10L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270877c),Dabur Jasmine Hair Oil 175ml New,Dabur,Dabur,5,Personal Care,80,9.09,9.09,100,90.91,20,18,175 ml,Y,"Provides natural nourishment to your hair. Gives hair body and radiance, taking care of the critical balance of nutrients.",,https://res.sastasundar.com/incom/images/product/Dabur-Jasmine-Hair-Oil-1569577450-10063419.jpg
ObjectId(5ffb514e80ef0812f270877d),DEVAAYA ATTA 10 KG ,Devaaya,Daawat,10,Grocery & Staples,304,97.52,25.66315789,380,282.48,20,5,10KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/81avOdoI9GL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270877e),DEVAAYA ATTA 5 KG ,Devaaya,Daawat,10,Grocery & Staples,156,50.98,26.14358974,195,144.02,20,5,5KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/71VfndgMA7L._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270877f),DEVAAYA BESAN (500G),Devaaya,Daawat,10,Grocery & Staples,68,38,44.70588235,85,47,20,5,500G,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/81Xzc34khQL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708780),DEVAAYA DALIYA (500G),Devaaya,Daawat,10,Grocery & Staples,60,45.8,61.06666667,75,29.2,20,5,500G,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/51zidjhKw7L.jpg
ObjectId(5ffb514e80ef0812f2708781),DEVAAYA MAIDA (500G),Devaaya,Daawat,10,Grocery & Staples,43,34.87,64.57407407,54,19.13,20,5,500G,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/51H3m9Gu4jL.jpg
ObjectId(5ffb514e80ef0812f2708782),DEVAAYA POHA (500G),Devaaya,Daawat,10,Grocery & Staples,58,42.56,59.11111111,72,29.44,20,5,500G,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/710X0WWIajL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708783),DEVAAYA SUJI (500G),Devaaya,Daawat,10,Grocery & Staples,43,33.51,62.05555556,54,20.49,20,5,500G,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/51qk9KsAGqL.jpg
ObjectId(5ffb514e80ef0812f2708784),ODDY 20MTR WRAP ROLL,Oddy,Daawat,10,Grocery & Staples,159,55.93,28.10552764,199,143.07,20,5,20 MTR,Y,,,https://images-na.ssl-images-amazon.com/images/I/71KdwULB-SL._AC_SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708785),ODDY ECOBAKE BAKING 1X35PC,Oddy,Daawat,10,Grocery & Staples,176,61.94,28.15454545,220,158.06,20,5,35 PCS,Y,,,https://images-na.ssl-images-amazon.com/images/I/517p0n5PNdL._SL1000_.jpg
ObjectId(5ffb514e80ef0812f2708786),DAAWAT TIBER BASMATI 1 KG ,Daawat,Daawat,10,Grocery & Staples,102,40.77,32.1023622,127,86.23,20,5,1KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/81gAy7uuaEL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708787),DAAWAT DUBAR BASMATI 1 KG ,Daawat,Daawat,10,Grocery & Staples,96,39.4,32.83333333,120,80.6,20,5,1KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/81X4a7hNztL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708788),DAAWAT PULAV BASMATI 1 KG ,Daawat,Daawat,10,Grocery & Staples,96,33.2,27.66666667,120,86.8,20,5,1 KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/81UXExmd7VL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f2708789),DAAWAT PULAV BASMATI 5 KG ,Daawat,Daawat,10,Grocery & Staples,480,165.99,27.665,600,434.01,20,5,5 KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/81jMxSxkwNL._SL1500_.jpg
ObjectId(5ffb514e80ef0812f270878a),Daawat Rozana Gold Bas 1 Kg,Daawat,Daawat,10,Grocery & Staples,79,32.77,33.1010101,99,66.23,20,5,1 KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/51etpx4w4uL.jpg
ObjectId(5ffb514e80ef0812f270878b),DAAWAT ROZANA GOLD BASMATI 5 KG ,Daawat,Daawat,10,Grocery & Staples,396,166.67,33.67070707,495,328.33,20,5,5 KG,Y,This is a Vegetarian product. It is a premium quality. ,,https://images-na.ssl-images-amazon.com/images/I/61y-ukxdlkL._SL1400_.jpg
